C00001313|09252017|100|7|1490
C00001313|09282017|100|7|2375
C00001388|09122017|40|57|5409
C00001388|09192017|66|20|1817
C00001388|09212017|44|52|3208
C00001388|09292017|75|26|2028
C00001636|09202017|30|391|15183
C00001727|09012017|20|3|92
C00001727|09112017|500|1|500
C00001727|09142017|5|1|5
C00001727|09152017|17|3|58
C00001727|09222017|6|1|6
C00001727|09252017|17|3|58
C00001727|09282017|5|1|5
C00001743|09262017|132|1|132
C00001743|09272017|96|11|971
C00001917|09012017|55|1|55
C00001917|09022017|23|2|45
C00001917|09032017|20|1|20
C00001917|09042017|100|1|100
C00001917|09052017|100|1|100
C00001917|09072017|20|1|20
C00001917|09092017|10|1|10
C00001917|09102017|63|6|460
C00001917|09112017|25|3|145
C00001917|09132017|15|1|15
C00001917|09142017|25|1|25
C00001917|09152017|68|2|135
C00001917|09162017|20|1|20
C00001917|09172017|55|2|110
C00001917|09182017|70|3|165
C00001917|09212017|35|1|35
C00001917|09222017|25|1|25
C00001917|09232017|15|1|15
C00001917|09252017|50|1|50
C00001917|09262017|45|2|90
C00001917|09282017|50|2|100
C00001917|09302017|125|1|125
C00002089|08312017|50|232|12025
C00002089|09012017|30|3|78
C00002089|09052017|30|15|404
C00002089|09062017|20|16|375
C00002089|09072017|15|1|15
C00002089|09082017|40|2|80
C00002089|09112017|40|793|29616
C00002089|09142017|40|9|322
C00002089|09152017|39|41|1329
C00002089|09182017|40|43|1573
C00002089|09192017|25|17|403
C00002089|09202017|20|5|90
C00002089|09212017|40|1|40
C00002089|09222017|30|2|60
C00002089|09252017|35|10|305
C00002089|09262017|30|249|7348
C00002089|09272017|50|83|4377
C00002089|09282017|40|5|188
C00002238|09142017|500|2|1000
C00002261|09062017|220|6|1380
C00002261|09072017|220|5|1100
C00002261|09082017|220|10|2345
C00002261|09092017|220|1|220
C00002261|09102017|500|1|500
C00002261|09112017|42|9|790
C00002261|09122017|220|11|2790
C00002261|09132017|220|2|440
C00002261|09142017|220|3|2940
C00002261|09152017|220|1|220
C00002261|09182017|104|15|1956
C00002261|09192017|220|6|1600
C00002261|09202017|220|7|1620
C00002261|09212017|220|4|910
C00002261|09222017|220|9|2810
C00002261|09262017|250|3|770
C00002261|09272017|220|10|2840
C00002261|09292017|220|23|9371
C00002469|08312017|80|719|52831
C00002469|09052017|100|16|1821
C00002469|09062017|100|9|1470
C00002469|09072017|25|7|275
C00002469|09112017|113|2|225
C00002469|09192017|60|2|120
C00002469|09202017|25|14|475
C00002469|09212017|113|4|650
C00002469|09252017|40|2|80
C00002469|09282017|85|2|170
C00002469|09302017|76|723|52987
C00002766|08312017|11|8|120
C00002766|09012017|17|24|532
C00002766|09052017|28|81|2558
C00002766|09062017|25|57|1932
C00002766|09082017|23|61|3555
C00002766|09112017|25|122|2713
C00002766|09122017|25|73|2182
C00002766|09152017|28|67|2191
C00002766|09182017|25|202|6039
C00002766|09192017|25|5|125
C00002766|09212017|25|35|933
C00002766|09222017|25|28|678
C00002766|09252017|23|33|598
C00002766|09272017|25|35|1186
C00002766|09282017|25|18|455
C00002766|09292017|5|13|65
C00002881|08312017|19|27|1212
C00002881|09082017|10|3|40
C00002881|09132017|1000|1|1000
C00002881|09152017|19|29|1152
C00002881|09212017|416|1|416
C00002881|09222017|10|3|40
C00002881|09252017|5000|1|5000
C00002881|09262017|250|1|250
C00002881|09282017|64|2|128
C00002881|09292017|19|29|1152
C00002972|08312017|50|15|2124
C00002972|09012017|36|14|1013
C00002972|09052017|26|14|416
C00002972|09062017|42|32|6791
C00002972|09072017|250|9|2450
C00002972|09082017|45|12|548
C00002972|09112017|38|64|7378
C00002972|09122017|41|12|2338
C00002972|09132017|21|2|42
C00002972|09142017|29|19|3566
C00002972|09152017|38|9|375
C00002972|09182017|57|19|2514
C00002972|09192017|74|6|1169
C00002972|09202017|68|12|616
C00002972|09212017|41|82|4226
C00002972|09222017|41|19|861
C00002972|09252017|21|42|2694
C00002972|09262017|250|19|6072
C00002972|09272017|45|13|560
C00002972|09282017|40|3|111
C00002972|09292017|38|10|343
C00002972|09302017|50|6|100
C00003111|09012017|175|2|350
C00003111|09072017|250|2|500
C00003111|09112017|100|1|100
C00003111|09152017|400|1|400
C00003111|09182017|2000|1|2000
C00003111|09192017|500|1|500
C00003111|09202017|100|12|1761
C00003111|09262017|200|3|900
C00003111|09282017|500|1|500
C00003160|09122017|88|14|1652
C00003160|09262017|70|14|1322
C00003251|09012017|2|34|296
C00003251|09052017|41|3|132
C00003251|09062017|15|17|298
C00003251|09072017|23|2|45
C00003251|09082017|0|27|33
C00003251|09112017|2|2|4
C00003251|09122017|5|8|41
C00003251|09132017|25|33|1323
C00003251|09152017|15|21|255
C00003251|09182017|20|125|2643
C00003251|09202017|12|2|24
C00003251|09212017|5|10|55
C00003251|09222017|2|45|227
C00003251|09232017|1|15|15
C00003251|09252017|6|5|28
C00003251|09262017|7|6|96
C00003251|09282017|10|1|10
C00003251|09292017|4|16|169
C00003418|08312017|61|354|117156
C00003418|09012017|55|587|63609
C00003418|09052017|50|1472|145381
C00003418|09062017|50|1267|311314
C00003418|09072017|50|347|36027
C00003418|09082017|50|395|48031
C00003418|09112017|50|2887|285701
C00003418|09122017|50|1239|153008
C00003418|09132017|50|679|95802
C00003418|09142017|50|741|132965
C00003418|09152017|50|1059|142449
C00003418|09182017|50|1840|316680
C00003418|09192017|37|1479|230074
C00003418|09202017|35|1854|228940
C00003418|09212017|39|1234|129980
C00003418|09222017|50|474|91411
C00003418|09252017|35|2271|163365
C00003418|09262017|50|2569|506467
C00003418|09272017|50|1002|129781
C00003418|09282017|50|900|128509
C00003418|09292017|50|1328|323456
C00003590|08312017|20|639|16009
C00003590|09112017|30|16|515
C00003590|09122017|14|13|284
C00003590|09192017|20|28|510
C00003590|09212017|20|408|10421
C00003590|09262017|20|11|723
C00003590|09272017|40|7|240
C00003590|09282017|20|18|349
C00003590|09302017|20|734|15482
C00003632|08312017|100|18|2050
C00003632|09012017|45|59|3482
C00003632|09082017|65|10|617
C00003632|09122017|72|58|4635
C00003632|09142017|61|8|600
C00003632|09152017|42|56|2639
C00003632|09182017|50|5|302
C00003632|09192017|100|44|3962
C00003632|09212017|72|6|432
C00003632|09222017|60|7|510
C00003632|09262017|59|5|293
C00003632|09292017|42|54|2593
C00003764|08312017|250|9|5250
C00003764|09072017|375|8|7500
C00003764|09082017|238|1|238
C00003764|09112017|2625|2|5250
C00003764|09132017|625|2|1250
C00003764|09222017|300|7|3038
C00003764|09252017|5000|3|11000
C00003764|09272017|500|1|500
C00003764|09282017|189|4|965
C00003764|09292017|1400|2|2800
C00003855|09062017|500|1|500
C00003855|09122017|600|5|3026
C00003855|09192017|525|2|1050
C00003855|09202017|131|6|946
C00003855|09222017|625|1|625
C00003863|09012017|30|5|139
C00003970|09292017|250|10|3350
C00003988|09022017|30|15|855
C00003988|09122017|163|4|5350
C00003988|09212017|250|6|3925
C00003988|09292017|300|3|5450
C00004036|09052017|25|42|1460
C00004036|09132017|25|1|25
C00004036|09142017|48|86|4429
C00004036|09182017|26|7|190
C00004036|09192017|30|148|4879
C00004036|09222017|40|28|1783
C00004036|09272017|63|4|264
C00004275|08312017|250|1|250
C00004275|09062017|500|3|1250
C00004275|09182017|500|1|500
C00004275|09202017|500|1|500
C00004275|09282017|61|2|121
C00004275|09292017|84|58|4738
C00004325|08312017|42|60|2289
C00004325|09012017|189|1|189
C00004325|09052017|126|1|126
C00004325|09062017|157|2|313
C00004325|09072017|209|1|209
C00004325|09112017|97|1|97
C00004325|09122017|130|1|130
C00004325|09132017|57|2|114
C00004325|09142017|66|1|66
C00004325|09182017|74|2|147
C00004325|09202017|35|1|35
C00004325|09222017|122|5|762
C00004325|09252017|68|1|68
C00004325|09262017|243|2|486
C00004325|09272017|178|1|178
C00004325|09292017|106|4|396
C00004325|09302017|42|60|2320
C00004473|08312017|70|36|6129
C00004473|09072017|500|1|500
C00004473|09192017|365|1|365
C00004473|09292017|433|4|1615
C00004473|09302017|50|26|2057
C00004606|08312017|500|1|500
C00004606|09072017|250|1|250
C00004606|09082017|40|1|40
C00004606|09122017|200|3|1300
C00004606|09152017|30|1|30
C00004606|09202017|265|2|530
C00004606|09222017|25|3|85
C00004606|09252017|20|2|40
C00004606|09262017|115|1|115
C00004606|09272017|20|1|20
C00004812|08312017|47|16|2002
C00004812|09022017|167|2|333
C00004812|09052017|25|49|1541
C00004812|09062017|30|17|8134
C00004812|09072017|250|2|500
C00004812|09082017|104|2|208
C00004812|09122017|38|8|529
C00004812|09132017|25|67|3997
C00004812|09142017|416|1|416
C00004812|09152017|20|15|1356
C00004812|09162017|83|3|1383
C00004812|09172017|83|3|1374
C00004812|09192017|500|6|5000
C00004812|09202017|625|2|1250
C00004812|09212017|1666|3|3540
C00004812|09222017|50|3|122
C00004812|09232017|83|1|83
C00004812|09252017|503|12|10810
C00004812|09262017|175|8|1467
C00004812|09272017|25|49|1541
C00004812|09282017|375|2|750
C00004812|09292017|83|24|9046
C00004861|09012017|20|79|2177
C00004861|09052017|10|4|40
C00004861|09122017|30|11|353
C00004861|09142017|43|3|133
C00004861|09182017|20|86|2391
C00004861|09202017|13|8|160
C00004861|09262017|10|4|40
C00004879|08312017|55|6|506
C00004879|09012017|625|4|3500
C00004879|09152017|50|5|256
C00004879|09292017|50|5|256
C00004994|08312017|150|28|5550
C00004994|09072017|150|7|1250
C00004994|09132017|250|1|250
C00004994|09212017|150|21|5120
C00005157|08312017|55|42|2657
C00005157|09012017|43|4|310
C00005157|09292017|50|43|2532
C00005173|09302017|25|1|25
C00005249|09012017|500|1|500
C00005249|09062017|300|2|600
C00005249|09072017|275|2|550
C00005249|09082017|287|3|1158
C00005249|09092017|41|9|716
C00005249|09112017|300|4|1750
C00005249|09122017|250|3|1401
C00005249|09132017|125|2|250
C00005249|09142017|250|3|750
C00005249|09182017|300|4|1150
C00005249|09192017|250|1|250
C00005249|09202017|50|48|3130
C00005249|09212017|250|1|250
C00005249|09232017|375|1|375
C00005249|09252017|42|486|26148
C00005249|09262017|100|1|100
C00005249|09282017|250|3|450
C00005249|09292017|250|2|500
C00005462|09012017|528|1|528
C00005462|09052017|636|1|636
C00005462|09072017|500|1|500
C00005462|09082017|528|1|528
C00005462|09112017|500|1|500
C00005462|09132017|318|1|318
C00005462|09152017|150|9|2151
C00005561|09102017|500|1|500
C00005561|09152017|250|1|250
C00005561|09212017|-52|1|-52
C00005561|09222017|270|2|540
C00005561|09232017|500|3|1460
C00005561|09242017|320|2|640
C00005561|09252017|250|1|250
C00005561|09262017|320|7|1970
C00005561|09282017|250|3|790
C00005561|09292017|320|8|3180
C00005561|09302017|640|1|640
C00005660|08312017|250|11|4250
C00005660|09072017|750|2|1500
C00005660|09102017|500|1|500
C00005660|09122017|250|7|2500
C00005660|09132017|250|1|250
C00005660|09142017|250|1|250
C00005660|09182017|375|9|3175
C00005660|09232017|500|1|500
C00005660|09282017|375|1|375
C00005785|09062017|250|1|250
C00005785|09212017|250|1|250
C00005926|09012017|100|1|100
C00005926|09032017|250|1|250
C00005926|09062017|250|1|250
C00005926|09072017|175|4|1450
C00005926|09112017|140|2|280
C00005926|09122017|225|2|450
C00005926|09212017|75|1|75
C00005926|09292017|100|3|275
C00006080|08312017|25|1|25
C00006080|09012017|250|1|250
C00006080|09022017|166|1|166
C00006080|09052017|3000|1|3000
C00006080|09062017|1500|2|3000
C00006080|09072017|500|1|500
C00006080|09082017|250|1|250
C00006080|09112017|350|1|350
C00006080|09122017|1300|2|2600
C00006080|09142017|250|1|250
C00006080|09152017|1250|3|3850
C00006080|09172017|250|1|250
C00006080|09202017|2625|2|5250
C00006080|09232017|208|3|1008
C00006080|09252017|125|1|125
C00006080|09272017|188|2|375
C00006080|09282017|88|17|4510
C00006080|09302017|1250|1|1250
C00006486|09132017|250|1|250
C00007070|08312017|83|81|9418
C00007070|09302017|83|83|9452
C00007450|09262017|50|26|2787
C00007450|09272017|3000|1|3000
C00007450|09282017|500|1|500
C00007450|09292017|2500|1|2500
C00007542|09082017|100|25|2675
C00007542|09132017|300|1|300
C00007542|09212017|100|47|4900
C00007658|08312017|1000|2|2000
C00007658|09012017|10|1|10
C00007658|09082017|500|3|2000
C00007658|09092017|38|2|75
C00007658|09102017|10|1|10
C00007658|09132017|300|2|600
C00007658|09142017|250|1|250
C00007658|09162017|100|1|100
C00007658|09172017|10|1|10
C00007658|09182017|200|3|460
C00007658|09192017|1000|1|1000
C00007658|09202017|10|1|10
C00007658|09212017|1005|2|2010
C00007658|09222017|25|3|620
C00007658|09232017|38|2|75
C00007658|09242017|32|2|64
C00007658|09252017|25|2|50
C00007658|09262017|25|3|60
C00007658|09272017|250|1|250
C00007658|09282017|18|2|35
C00007658|09292017|250|1|250
C00007658|09302017|50|3|110
C00007880|08312017|20|65|1863
C00007880|09012017|15|48|1499
C00007880|09052017|20|34|1036
C00007880|09062017|20|24|676
C00007880|09072017|20|85|3728
C00007880|09082017|21|156|5434
C00007880|09112017|20|52|1164
C00007880|09122017|15|67|1165
C00007880|09132017|19|28|549
C00007880|09142017|15|39|779
C00007880|09152017|21|124|5530
C00007880|09182017|20|26|779
C00007880|09192017|20|26|1670
C00007880|09202017|21|49|1405
C00007880|09212017|21|140|4737
C00007880|09222017|20|44|1708
C00007880|09252017|12|51|1178
C00007880|09262017|20|45|2989
C00007880|09272017|19|39|1519
C00007880|09282017|14|32|616
C00007880|09292017|20|64|4871
C00007922|08312017|108|20|2139
C00007922|09012017|52|4|224
C00007922|09052017|47|107|5771
C00007922|09062017|32|2|64
C00007922|09112017|82|6|487
C00007922|09122017|82|86|7849
C00007922|09142017|74|33|2304
C00007922|09152017|60|4|230
C00007922|09182017|69|46|3448
C00007922|09192017|72|10|767
C00007922|09202017|42|15|664
C00007922|09212017|46|32|2008
C00007922|09222017|34|4|140
C00007922|09252017|76|52|4045
C00007922|09262017|96|95|10487
C00007922|09272017|82|12|944
C00007922|09282017|65|4|287
C00007922|09292017|89|51|4591
C00007948|09152017|35|107|6124
C00007948|09292017|20|177|6824
C00008086|09062017|15|1|15
C00008086|09122017|25|1|25
C00008086|09152017|250|13|3635
C00008086|09202017|163|4|725
C00008086|09222017|1300|1|1300
C00008086|09272017|35|2|70
C00008086|09282017|20|7|1135
C00008086|09292017|250|5|10365
C00008227|09112017|5000|1|5000
C00008227|09132017|50|1|50
C00008227|09142017|1000|1|1000
C00008227|09222017|5000|1|5000
C00008227|09282017|350|8|5650
C00008268|08312017|113|28|2993
C00008268|09292017|90|28|2395
C00008474|08312017|135|3|345
C00008474|09012017|60|264|21712
C00008474|09062017|5000|1|5000
C00008474|09112017|7707|1|7707
C00008474|09152017|59|268|22086
C00008474|09292017|58|268|21605
C00008474|09302017|135|3|345
C00008664|08312017|8|1|8
C00008664|09012017|24|1|24
C00008664|09072017|1250|1|1250
C00008664|09252017|24|1|24
C00008664|09302017|8|1|8
C00008839|08312017|150|3|475
C00008839|09042017|50|1|50
C00008839|09052017|125|4|500
C00008839|09062017|25|1|25
C00008839|09092017|250|3|800
C00008839|09102017|100|3|230
C00008839|09112017|88|2|175
C00008839|09122017|300|3|900
C00008839|09142017|181|2|362
C00008839|09152017|150|14|2775
C00008839|09162017|125|4|583
C00008839|09182017|300|3|950
C00008839|09202017|175|4|750
C00008839|09212017|300|4|1250
C00008839|09222017|150|1|150
C00008839|09242017|100|5|665
C00008839|09262017|150|1|150
C00008839|09272017|250|3|775
C00008839|09282017|400|2|800
C00008839|09292017|300|1|300
C00008839|09302017|25|1|25
C00009282|08312017|30|467|29233
C00009282|09152017|28|477|29269
C00009282|09282017|1008|1|1008
C00009282|09292017|28|479|29344
C00009357|09082017|109|8|2027
C00009357|09132017|1375|2|2750
C00009357|09222017|20|5|277
C00009357|09272017|500|1|500
C00009639|08312017|50|143|10629
C00009639|09302017|42|149|10243
C00009936|08312017|40|729|34875
C00009936|09012017|35|6|253
C00009936|09062017|30|1|30
C00009936|09192017|175|6|1085
C00009936|09262017|283|2|566
C00009936|09272017|40|35|1594
C00009936|09292017|43|6|262
C00009936|09302017|40|754|36753
C00009985|08312017|42|30|6615
C00009985|09012017|2663|2|5325
C00009985|09022017|84|2|168
C00009985|09042017|230|3|990
C00009985|09052017|5000|1|5000
C00009985|09062017|250|7|3376
C00009985|09072017|500|2|1000
C00009985|09082017|5000|1|5000
C00009985|09102017|454|3|1016
C00009985|09112017|416|7|2392
C00009985|09122017|118|2|235
C00009985|09132017|50|1|50
C00009985|09142017|500|3|2152
C00009985|09152017|25|29|1987
C00009985|09182017|632|2|1264
C00009985|09192017|83|1|83
C00009985|09202017|100|6|3052
C00009985|09212017|600|1|600
C00009985|09222017|2521|2|5042
C00009985|09242017|55|1|55
C00009985|09252017|1888|2|3775
C00009985|09272017|500|25|13875
C00009985|09282017|250|3|5500
C00009985|09292017|25|31|3966
C00009985|09302017|45|3|506
C00010033|08312017|250|1|250
C00010033|09052017|50|1|50
C00010033|09072017|30|2|60
C00010033|09102017|50|1|50
C00010033|09122017|55|1|55
C00010033|09132017|35|1|35
C00010033|09142017|55|11|12930
C00010033|09162017|25|2|50
C00010033|09172017|100|1|100
C00010033|09202017|25|2|50
C00010033|09212017|20|1|20
C00010033|09232017|42|1|42
C00010033|09262017|42|1|42
C00010033|09282017|100|13|2625
C00010124|09192017|1000|1|1000
C00010124|09202017|1000|2|2000
C00010124|09222017|250|1|250
C00010124|09262017|250|1|250
C00010322|08312017|25|1|25
C00010322|09012017|20|45|914
C00010322|09022017|20|1|20
C00010322|09072017|10|51|636
C00010322|09082017|10|77|1091
C00010322|09152017|135|2|270
C00010322|09162017|25|1|25
C00010322|09202017|25|1|25
C00010322|09212017|10|53|624
C00010322|09222017|10|89|1444
C00010322|09292017|10|7|121
C00010322|09302017|100|163|16875
C00010421|08312017|42|3|291
C00010421|09012017|83|1|83
C00010421|09022017|125|2|249
C00010421|09042017|50|11|759
C00010421|09052017|129|4|508
C00010421|09062017|416|1|416
C00010421|09072017|85|7|866
C00010421|09102017|46|20|1539
C00010421|09112017|66|4|350
C00010421|09122017|50|3|183
C00010421|09132017|208|1|208
C00010421|09142017|50|9|550
C00010421|09152017|50|9|689
C00010421|09162017|83|1|83
C00010421|09182017|83|13|1032
C00010421|09192017|41|3|154
C00010421|09202017|38|2|75
C00010421|09212017|46|6|480
C00010421|09242017|41|5|248
C00010421|09252017|210|1|210
C00010421|09262017|43|2|85
C00010421|09272017|50|3|298
C00010421|09282017|44|6|304
C00010421|09292017|71|2|141
C00010421|09302017|125|4|499
C00010439|08312017|375|4|1756
C00010439|09012017|10|1|10
C00010439|09022017|25|4|110
C00010439|09032017|25|1|25
C00010439|09042017|20|3|85
C00010439|09052017|40|5|1135
C00010439|09062017|130|2|260
C00010439|09072017|300|4|1685
C00010439|09082017|18|4|65
C00010439|09092017|50|3|125
C00010439|09102017|25|5|120
C00010439|09112017|19|6|257
C00010439|09122017|75|2|150
C00010439|09132017|102|1|102
C00010439|09142017|25|1|25
C00010439|09152017|50|5|278
C00010439|09162017|25|2|50
C00010439|09172017|25|3|85
C00010439|09182017|25|70|2799
C00010439|09192017|18|2|35
C00010439|09202017|25|2|50
C00010439|09212017|38|8|635
C00010439|09222017|18|2|35
C00010439|09252017|50|3|1075
C00010439|09262017|103|2|205
C00010439|09272017|55|2|110
C00010439|09282017|49|7|410
C00010439|09292017|20|5|111
C00010439|09302017|100|8|1877
C00010470|08312017|108|823|115545
C00010470|09302017|92|956|117932
C00010603|08312017|100|390|107939
C00010603|09012017|25|160|57525
C00010603|09022017|25|104|16280
C00010603|09032017|25|101|5608
C00010603|09042017|25|111|5387
C00010603|09052017|50|295|47544
C00010603|09062017|50|261|66930
C00010603|09072017|75|337|73474
C00010603|09082017|50|262|54427
C00010603|09092017|25|167|6475
C00010603|09102017|25|129|16720
C00010603|09112017|38|178|51525
C00010603|09122017|50|354|260507
C00010603|09132017|50|305|115841
C00010603|09142017|25|217|65397
C00010603|09152017|25|174|176329
C00010603|09162017|25|177|14165
C00010603|09172017|25|202|8990
C00010603|09182017|25|179|37660
C00010603|09192017|50|231|47831
C00010603|09202017|25|2970|281230
C00010603|09212017|25|218|18338
C00010603|09222017|25|163|127425
C00010603|09232017|25|125|38660
C00010603|09242017|25|155|33276
C00010603|09252017|25|177|147238
C00010603|09262017|25|277|185550
C00010603|09272017|25|258|52701
C00010603|09282017|25|1041|235633
C00010603|09292017|50|76|240122
C00010603|09302017|25|61|7401
C00010868|08312017|25|1|25
C00010868|09012017|100|1|100
C00010868|09032017|250|10|4200
C00010868|09052017|200|19|5936
C00010868|09062017|400|4|2000
C00010868|09072017|313|6|2425
C00010868|09082017|250|5|976
C00010868|09112017|400|3|1600
C00010868|09122017|300|5|2350
C00010868|09132017|250|18|6625
C00010868|09142017|600|4|2400
C00010868|09152017|425|4|1700
C00010868|09182017|350|2|700
C00010868|09192017|500|10|6000
C00010868|09202017|325|7|2625
C00010868|09212017|400|12|5866
C00010868|09222017|250|7|1276
C00010868|09252017|500|3|1700
C00010868|09262017|300|30|11675
C00010868|09272017|300|6|3725
C00010868|09282017|85|16|2364
C00010868|09292017|600|4|2225
C00011114|08312017|49|534|28404
C00011114|09012017|15|283|5946
C00011114|09042017|67|51|3178
C00011114|09052017|60|75|4917
C00011114|09062017|21|41|2222
C00011114|09072017|32|16|637
C00011114|09082017|66|126|8791
C00011114|09112017|19|92|1818
C00011114|09122017|37|35|1441
C00011114|09142017|20|11|248
C00011114|09152017|29|593|21357
C00011114|09182017|15|15|392
C00011114|09192017|70|1|70
C00011114|09202017|30|116|3693
C00011114|09212017|9|3|117
C00011114|09222017|28|89|3061
C00011114|09252017|19|97|1939
C00011114|09262017|41|81|3796
C00011114|09272017|22|17|543
C00011114|09282017|49|13|695
C00011114|09292017|27|755|26113
C00011197|09012017|25|1|25
C00011197|09062017|25|1|25
C00011197|09072017|282|2|564
C00011197|09082017|50|1|50
C00011197|09162017|250|1|250
C00011197|09192017|10000|1|10000
C00011197|09202017|5013|2|10025
C00011197|09222017|25|1|25
C00011197|09252017|25|1|25
C00011197|09262017|5000|5|28500
C00011197|09272017|10000|2|20000
C00011197|09292017|50|1|50
C00011643|09052017|150|1|150
C00012229|09062017|1375|2|2750
C00012229|09112017|250|1|250
C00012229|09252017|500|1|500
C00012229|09262017|500|3|1750
C00012229|09302017|1000|1|1000
C00012245|09052017|75|2|150
C00012245|09082017|100|438|58241
C00012245|09152017|100|220|40695
C00012245|09212017|400|1|400
C00012245|09252017|149|3|584
C00012328|09152017|5000|3|15000
C00012468|08312017|25|301|13139
C00012468|09012017|44|1|44
C00012468|09082017|25|32|746
C00012468|09152017|25|295|12575
C00012468|09222017|25|36|790
C00012468|09292017|25|13|588
C00012468|09302017|25|308|13034
C00012880|08312017|250|1|250
C00012880|09042017|50|1|50
C00012880|09052017|100|1|100
C00012880|09062017|100|1|100
C00012880|09082017|113|14|2300
C00012880|09142017|50|1|50
C00012880|09152017|20|17|1503
C00012880|09162017|25|1|25
C00012880|09172017|50|1|50
C00012880|09192017|1000|1|1000
C00012880|09202017|50|20|4467
C00012880|09212017|210|6|1320
C00012880|09222017|210|1|210
C00012880|09252017|150|2|300
C00012880|09262017|500|1|500
C00012880|09272017|250|7|1466
C00012880|09282017|42|22|1964
C00012880|09292017|50|25|2225
C00012914|09012017|12|1|12
C00012914|09052017|1000|3|2750
C00012914|09062017|266|1|266
C00012914|09072017|250|3|750
C00012914|09112017|500|4|1850
C00012914|09122017|375|6|2650
C00012914|09132017|276|4|1301
C00012914|09142017|250|2|500
C00012914|09152017|270|4|1302
C00012914|09182017|500|5|2072
C00012914|09192017|100|1|100
C00012914|09212017|505|6|3760
C00012914|09222017|250|6|2270
C00012914|09232017|260|2|520
C00012914|09252017|500|6|3000
C00012914|09262017|375|4|1350
C00012914|09272017|500|4|1750
C00012914|09282017|125|33|14092
C00012914|09292017|250|4|875
C00012914|09302017|500|1|500
